9.99985,30.0004,0.00046278,109.788,99.9616,3.52552,0.0959911,16.7593,29.9756,2.56074,0.0984577,51.1067,45.9562,2.6982,0.0769936,71.9516,20.218,2.77801,0.137818,22.1963,63.1662,3.03783,0.0487569,28.8125,89.7271,3.33293,0.138806,64.8461,85.7145,3.8459,0.148202,115.268,46.1161,3.18258,0.254975,0
9.99985,30.0005,0.000527876,115.271,95.1135,3.24519,0.121492,20.2043,25.7466,2.94657,0.0923222,55.3171,48.6589,2.6176,0.0989455,83.1298,22.2074,2.46692,0.101254,24.5094,65.8357,3.50108,0.0865955,29.451,97.311,3.3563,0.123844,67.2926,82.1393,3.71504,0.122929,113.87,39.8767,3.11094,0.252616,0
9.99984,30.0005,0.000582244,114.786,91.3412,3.90524,0.161547,22.1706,24.5473,2.89331,0.11947,58.6526,48.3556,2.58241,0.108489,89.3823,18.4823,2.76679,0.0828816,22.4039,63.2897,2.85024,0.0981441,26.6826,100.608,2.92249,0.117731,72.5495,76.355,3.94295,0.136606,112.232,39.3987,2.9825,0.175131,0
9.99984,30.0005,0.000636624,115.526,91.4339,3.58799,0.130684,20.3505,20.4078,2.85267,0.0979794,58.1605,47.3514,2.62474,0.114528,95.1859,16.9821,2.81943,0.108683,24.4189,63.4685,2.82718,0.111871,28.0298,102.521,3.38739,0.130944,68.5617,78.5557,3.78672,0.140523,113.097,38.2739,3.18646,0.164789,0
9.99983,30.0006,0.000712514,115.977,92.9693,3.91456,0.113069,19.8237,22.2917,3.36242,0.132464,61.1494,46.5275,2.58184,0.110864,99.1098,16.9966,3.09451,0.12996,25.4749,65.4619,3.35958,0.117272,27.7975,103.273,3.72936,0.0943552,70.1402,79.6048,3.68809,0.149005,111.039,40.3234,3.20515,0.153011,0
9.99982,30.0006,0.000777674,120.396,94.1235,4.02395,0.135558,17.7917,22.1201,3.30354,0.101123,61.0335,46.1422,2.54403,0.114473,106.012,15.1777,3.06509,0.142075,22.5819,65.5265,2.77402,0.111234,30.4476,104.452,3.70521,0.117098,67.8158,80.0212,3.62049,0.140779,111.684,46.6963,3.13664,0.13766,0
9.99982,30.0007,0.00084285,119.807,101.32,4.19447,0.109874,16.6816,21.6639,3.24983,0.103504,63.7614,43.3506,3.04843,0.137188,109.476,14.9578,3.19544,0.131039,21.8149,67.5186,2.91831,0.130297,29.7566,104.079,3.63371,0.116811,68.1611,79.1652,3.37882,0.155225,109.936,52.2248,3.47756,0.116063,0
10.0042,30.0007,0.000916663,123.13,104.873,4.40618,0.0899436,18.0075,21.8634,3.66428,0.111878,67.1976,42.6825,3.17868,0.144542,108.613,16.5793,3.18581,0.139752,20.7369,66.4004,2.96058,0.127505,25.0755,104.436,3.39688,0.0902454,65.5204,79.6807,3.53631,0.154422,112.148,54.0703,3.16533,0.141711,0
10.1371,29.9997,-0.029232,120.571,103.096,4.00819,0.0685142,19.4599,22.4414,3.42844,0.0923094,66.4672,43.3499,2.82925,0.157197,110.899,17.3684,3.40708,0.154284,23.2082,65.6443,3.0979,0.141154,26.3884,102.869,2.92504,0.0774151,64.2827,80.5324,3.77241,0.179664,110.464,55.116,3.17162,0.129462,0
10.4568,29.968,-0.149849,119.717,102.364,3.94163,0.08449,18.9429,22.9752,3.46721,0.0903994,63.9373,44.833,2.61987,0.153175,108.036,19.0275,3.49628,0.143067,24.558,64.6653,2.96576,0.159969,27.5892,102.824,3.81924,0.0869127,61.675,80.7775,3.39556,0.162152,108.722,56.3311,3.18708,0.119835,0
