130,90.0004,0.0003977,68.0702,10.9982,3.12522,0.0551767,131.614,109.333,1.39448,0.0190494,24.5835,43.3468,3.63203,0.216715,98.5519,107.845,2.86988,0.0422462,118.98,84.0086,2.42909,0.110381,85.9345,58.674,3.12505,0.27309,39.4089,98.3576,2.53944,0.167448,105.939,24.9453,3.17331,0.115894,0
130,90.0004,0.00045204,69.2495,15.7105,3.42397,0.0568989,126.968,107.687,1.67736,0.048378,25.0321,40.2332,3.24258,0.188484,89.9245,99.4194,3.208,0.059279,120.301,76.143,2.80106,0.111136,82.4715,59.5828,2.96562,0.183393,36.9955,94.1652,2.77568,0.199381,112.544,27.3716,3.17017,0.15305,0
130,90.0005,0.000527876,66.3627,13.0564,3.09668,0.0480357,125.676,106.196,1.57994,0.0672115,24.1051,35.1415,3.55037,0.166655,90.2655,101.161,3.08399,0.0815339,118.179,73.9696,2.6029,0.0914893,77.2757,58.8709,3.14768,0.176862,36.1053,89.9008,2.99008,0.213417,112.945,28.1807,3.44701,0.154796,0
130,90.0005,0.000582244,72.1646,14.3412,3.32691,0.0615941,125.22,106.832,1.85121,0.0625876,24.1554,36.4628,3.66753,0.163488,89.5618,101.882,2.7631,0.0862623,118.176,71.2106,2.04435,0.091996,76.7602,57.7133,3.22019,0.145646,34.0773,90.2194,3.09487,0.232106,114.859,29.8248,3.13731,0.15632,0
130,90.0005,0.000636624,78.4727,15.9746,3.57413,0.0558473,125.433,104.593,1.99001,0.0603984,25.7825,33.8446,3.45434,0.178217,87.3553,101.54,3.07508,0.0719559,116.543,69.8054,2.38629,0.10358,76.5932,61.0008,3.03256,0.159676,31.8148,93.5679,3.10887,0.189851,116.931,26.3447,3.03809,0.180474,0
129.999,90.0012,-0.103328,82.2846,19.4443,3.51826,0.0527348,125.085,104.962,2.00447,0.0693124,27.1603,34.1353,3.40557,0.177671,85.8762,103.348,2.71721,0.0808083,116.323,67.715,2.34405,0.0990416,73.9361,59.7646,3.02848,0.192634,32.6565,90.7784,2.81546,0.209255,116.105,25.1642,3.14365,0.118543,0
129.963,90.0103,-0.35915,82.9504,18.3405,3.47938,0.0642563,123.331,103.532,1.75098,0.0940686,25.3338,34.0055,2.97805,0.167834,81.7288,100.537,2.48895,0.0749716,116.294,64.9,2.12562,0.126398,73.021,59.9396,2.73932,0.133456,31.4833,90.3139,2.50619,0.221314,119.989,21.8062,2.54214,0.117702,0
129.932,90.0276,-0.614145,83.8266,18.6756,3.21554,0.0762542,122.374,104.129,1.63673,0.0843756,24.0807,31.4093,2.65874,0.158575,76.1296,99.0907,1.76355,0.0787937,117.285,62.5454,1.58544,0.166126,70.0667,60.7429,2.58844,0.143904,29.3858,93.7543,2.49933,0.202738,120.321,18.1074,3.11269,0.0892333,0
129.907,90.051,-0.863346,86.3453,23.7597,2.33584,0.0670246,116.252,102.373,1.44941,0.105621,24.4925,32.0056,2.42836,0.131259,71.9756,98.2584,1.50527,0.0583739,116.857,60.362,1.61749,0.15857,68.7441,60.7378,2.59622,0.184846,28.4289,92.5361,2.57757,0.204336,121.702,17.3082,2.48493,0.0899684,0
129.928,90.018,-1.09648,86.8976,22.6597,2.40683,0.0637105,115.02,104.278,1.25246,0.12053,21.0916,34.9922,2.57499,0.128131,62.77,96.0463,1.079,0.0577619,114.685,61.2143,1.21733,0.174562,68.9937,60.1143,2.41644,0.190248,28.2196,91.1598,2.35292,0.195848,120.861,17.9077,2.49557,0.0692084,0
129.953,89.954,-1.30891,85.6363,20.0167,2.4587,0.0855446,115.374,104.32,0.794478,0.10796,21.5554,32.7676,2.26255,0.142102,59.0752,93.7616,1.7443,0.0664837,117.269,62.1348,1.03664,0.180642,68.5131,59.528,2.20721,0.16704,23.279,91.7805,1.68988,0.174478,123.587,18.4977,2.54559,0.0757504,0
