9.99984,30.0005,0.000592989,120.659,56.7051,3.3761,0.263591,85.5232,39.7469,2.95505,0.153508,51.7271,18.3686,2.76866,0.0725296,72.5223,82.0291,3.46893,0.225924,25.7429,91.0136,2.86851,0.158755,12.1947,11.608,1.81411,0.0218284,9.44898,4.13623,2.24129,0.000719863,21.0199,41.0949,3.1595,0.103145,0
9.99983,30.0005,0.000658118,120.471,69.29,3.72135,0.234505,89.5846,31.8556,2.79662,0.18427,51.2408,23.9292,3.12376,0.0606017,79.6477,86.0935,3.49991,0.171498,29.1613,89.3814,3.19065,0.173758,18.0147,13.7762,2.77765,0.0237499,7.2433,6.12289,1.42223,0.00749305,23.6537,46.2677,2.53364,0.144124,0
9.99983,30.0006,0.000712514,122.331,77.4512,3.65708,0.182836,99.0438,28.0272,2.88838,0.209089,52.3611,30.3752,3.14251,0.0716047,80.6566,85.6302,3.46228,0.160256,30.1588,88.3695,3.04364,0.19941,20.0038,17.7227,2.10332,0.0451812,9.40752,7.95937,1.10122,0.0100687,24.8345,48.7061,2.5475,0.121554,0
9.99982,30.0006,0.000788427,120.196,79.1926,3.74664,0.195193,103.529,29.0671,3.28839,0.21822,56.6595,40.8882,2.84245,0.0810124,82.8206,86.4932,3.96048,0.145337,30.3672,89.1779,3.2755,0.169709,17.3263,23.7402,1.99142,0.0632932,11.2988,7.66937,1.57326,0.017849,23.8347,50.6251,2.28182,0.109386,0
9.99981,30.0007,0.000853606,122.01,81.7604,4.19478,0.176002,106.273,27.9779,3.3658,0.214395,59.1974,42.5482,2.64704,0.127051,83.3407,89.3206,3.65721,0.153694,29.6355,91.3375,3.04188,0.173708,25.8823,24.3717,3.3507,0.0450674,18.5622,9.87233,1.88796,0.0184921,21.6867,53.5301,2.23355,0.0915901,0
10.1003,30.0004,-0.0143139,123.038,85.5862,3.98726,0.16831,107.144,27.2419,3.15986,0.2013,61.2814,46.5934,2.79012,0.125853,83.9034,87.8326,3.79076,0.165464,27.5493,94.2257,2.86813,0.17138,26,26.9835,3.5132,0.0501546,21.416,9.0049,2.05987,0.0326222,19.405,56.8763,2.71529,0.0849155,0
10.3612,29.9815,-0.131387,121.693,85.0215,3.83916,0.152389,109.542,26.8955,3.14287,0.222996,58.1956,51.07,2.54879,0.134143,86.4733,87.5169,3.9845,0.154729,28.6135,95.2079,2.79759,0.138029,25.5208,32.6022,2.86701,0.0392804,25.7468,8.88987,2.11336,0.0411188,17.0124,59.5755,2.45449,0.117315,0
10.6972,29.9258,-0.195048,121.515,85.8071,3.78278,0.146392,106.24,26.5429,3.24553,0.216234,57.5741,56.3637,3.06217,0.166978,85.5044,87.3011,3.90506,0.149513,28.3805,98.0197,2.9694,0.144793,22.3164,33.7781,2.61039,0.0440871,26.2809,9.59611,1.97162,0.0314821,15.4205,63.1418,2.26223,0.100521,0
11.0816,29.8259,-0.300024,121.636,85.3805,3.54723,0.148943,106.151,28.7326,3.08299,0.232262,56.1418,57.5099,3.05712,0.178699,85.747,86.7474,4.13418,0.147571,28.8129,97.8569,2.41901,0.118524,25.4496,38.8687,2.51468,0.0571104,25.0266,10.9391,2.17926,0.0264184,17.6861,65.7755,2.67447,0.0904727,0
11.5292,29.679,-0.329222,121.107,87.9901,3.57972,0.163756,104.251,27.6599,3.15541,0.212307,55.8718,58.1792,3.14929,0.144646,84.3141,86.8056,3.41526,0.172552,28.8322,96.7917,2.50081,0.133542,24.5164,40.0721,2.14804,0.0725399,27.7798,10.2508,2.36892,0.0225795,16.2226,63.0211,2.41218,0.0780764,0
