129.0, 89.0
128.5, 88.5
128.0, 88.0
127.0, 87.0
125.5, 86.33333333333333
124.5, 86.25
124.0, 86.2
123.0, 86.16666666666667
122.5, 86.375
122.0, 86.33333333333333
121.0, 86.3
120.5, 86.27272727272727
120.5, 86.25
120.5, 86.42857142857143
120.5, 86.4
120.5, 86.3125
120.5, 86.0
120.5, 86.0
119.5, 85.78571428571429
118.5, 85.57142857142857
117.5, 85.5
116.5, 85.4
115.66666666666667, 85.25
115.0, 84.75
114.75, 84.33333333333333
114.375, 83.5
114.3, 82.5
114.25, 81.5
114.21428571428571, 80.5
114.0, 79.5
113.78571428571429, 78.5
113.57142857142857, 77.5
113.5, 76.5
113.4, 75.5
113.25, 74.5
112.75, 73.66666666666667
112.33333333333333, 73.25
111.5, 72.75
110.5, 72.375
109.5, 72.5
108.5, 72.58333333333333
107.5, 72.8125
106.5, 72.66666666666667
105.5, 72.44444444444444
104.5, 72.27777777777777
103.5, 72.16666666666667
102.5, 72.11111111111111
101.5, 72.05555555555556
100.5, 72.0
99.5, 72.0
98.5, 72.0
97.5, 72.0
96.5, 71.94444444444444
95.5, 71.88888888888889
94.5, 71.83333333333333
93.5, 71.83333333333333
92.5, 71.83333333333333
91.5, 71.83333333333333
90.5, 71.83333333333333
89.5, 71.88888888888889
88.5, 71.94444444444444
87.5, 71.94444444444444
86.5, 71.94444444444444
85.5, 72.0
84.5, 72.05555555555556
83.5, 72.11111111111111
82.5, 72.16666666666667
81.5, 72.16666666666667
80.5, 72.22222222222223
79.5, 72.27777777777777
78.5, 72.33333333333333
77.5, 72.38888888888889
76.5, 72.44444444444444
75.5, 72.38888888888889
74.5, 72.33333333333333
73.5, 72.27777777777777
72.5, 72.22222222222223
71.5, 72.16666666666667
70.5, 72.22222222222223
69.5, 72.33333333333333
68.5, 72.44444444444444
67.5, 72.5
66.5, 72.5
65.5, 72.5
64.5, 72.5
63.5, 72.55555555555556
62.5, 72.55555555555556
61.5, 72.55555555555556
60.5, 72.55555555555556
59.5, 72.5
58.5, 72.44444444444444
57.5, 72.5
56.5, 72.55555555555556
55.5, 72.61111111111111
54.5, 72.61111111111111
53.5, 72.61111111111111
52.5, 72.61111111111111
51.5, 72.61111111111111
50.5, 72.61111111111111
49.5, 72.55555555555556
48.5, 72.61111111111111
47.5, 72.66666666666667
46.5, 72.72222222222223
45.5, 72.66666666666667
44.5, 72.66666666666667
43.5, 72.66666666666667
42.5, 72.61111111111111
41.5, 72.66666666666667
40.5, 72.72222222222223
39.5, 72.72222222222223
38.5, 72.72222222222223
37.5, 72.66666666666667
36.5, 72.72222222222223
35.5, 72.77777777777777
34.5, 72.77777777777777
33.5, 72.77777777777777
32.5, 72.83333333333333
31.5, 73.0
30.5, 73.16666666666667
29.5, 73.1875
28.5, 73.28571428571429
27.5, 73.2
26.5, 73.5
25.666666666666668, 73.625
25.0, 74.25
24.75, 74.66666666666667
24.375, 75.5
24.3, 76.5
24.25, 77.5
24.214285714285715, 78.5
24.0, 79.5
23.785714285714285, 80.5
23.571428571428573, 81.5
23.5, 82.5
23.4, 83.5
23.25, 84.5
22.75, 85.5
22.333333333333332, 86.5
21.5, 87.5
20.5, 88.33333333333333
19.5, 89.16666666666667
18.5, 89.83333333333333
17.5, 90.5
16.5, 91.0
15.5, 91.5
14.5, 92.16666666666667
13.5, 92.83333333333333
12.5, 93.66666666666667
11.5, 94.5
10.5, 95.5
9.833333333333334, 96.5
9.857142857142858, 97.0
9.5, 97.5
9.2, 98.0
9.2, 98.5
9.0, 99.0
9.0, 98.5
9.0, 98.0
9.0, 97.0
9.0, 95.5
9.0, 94.5
9.0, 94.0
9.0, 93.0
9.0, 92.5
9.1, 92.0
9.181818181818182, 91.0
9.25, 90.5
9.307692307692308, 90.5
9.428571428571429, 90.5
9.6, 90.5
9.8125, 90.5
9.928571428571429, 90.5
9.75, 90.5
9.9, 89.5
10.125, 88.5
10.625, 87.66666666666667
11.25, 87.0
11.666666666666666, 86.75
12.5, 86.375
13.5, 86.3
14.5, 86.25
15.5, 86.21428571428571
16.5, 86.125
17.5, 85.83333333333333
18.5, 85.625
19.5, 85.57142857142857
20.5, 85.5
21.5, 85.4
22.333333333333332, 85.25
23.0, 84.75
23.25, 84.33333333333333
23.625, 83.5
23.7, 82.5
23.75, 81.5
23.785714285714285, 80.5
23.625, 79.5
23.5625, 78.5
23.571428571428573, 77.5
23.5, 76.5
23.4, 75.5
23.25, 74.5
22.75, 73.5
22.333333333333332, 72.5
21.5, 71.5
20.5, 70.5
19.5, 69.5
18.5, 68.5
17.5, 67.5
16.5, 66.5
15.5, 65.5
14.5, 64.5
13.833333333333334, 63.5
13.625, 62.5
13.25, 61.5
13.2, 60.5
13.25, 59.5
13.357142857142858, 58.5
13.61111111111111, 57.5
13.5, 56.5
13.5, 55.5
13.555555555555555, 54.5
13.722222222222221, 53.5
14.0, 52.5
14.125, 51.5
14.166666666666666, 50.5
14.4, 49.5
14.7, 48.5
14.875, 47.5
15.375, 46.666666666666664
15.833333333333334, 46.0
16.666666666666668, 45.75
17.5, 45.375
18.5, 45.125
19.5, 45.0
20.5, 44.875
21.5, 44.625
22.333333333333332, 44.25
23.0, 43.75
23.25, 43.333333333333336
23.625, 42.5
23.7, 41.5
23.75, 40.5
23.785714285714285, 39.5
23.625, 38.5
23.5625, 37.5
23.352941176470587, 36.5
23.375, 35.5
23.333333333333332, 34.5
23.285714285714285, 33.5
23.166666666666668, 32.5
23.09090909090909, 31.666666666666668
23.0, 31.666666666666668
22.88888888888889, 31.2
